num_ratings,num_reviews,title,series,Root
85814,3745,"
      Fantasy Lover
",1,undefined
76441,5118,"
      Wings
",1,undefined
189410,3640,"
      All Together Dead
",1,undefined
234489,19572,"
      The Brief Wondrous Life of Oscar Wao
",0,undefined
83120,3981,"
      The Awakening / The Struggle
",1,undefined
151466,6036,"
      Passion
",1,undefined
359786,7477,"
      The Iliad
",1,undefined
227068,33022,"
      A Little Life
",0,undefined
89562,6369,"
      Disgrace
",0,undefined
300081,12287,"
      The Fountainhead
",0,undefined
77172,6199,"
      Into the Wild
",1,undefined
229462,22669,"
      Call Me By Your Name
",1,undefined
76304,3658,"
      Silas Marner
",0,undefined
199826,20773,"
      Every Day
",1,undefined
171387,6097,"
      Wizard and Glass
",1,undefined
55161,1177,"
      The Rime of the Ancient Mariner
",0,undefined
132631,6810,"
      Meditations
",0,undefined
55448,2015,"
      The Bhagavad Gita
",0,undefined
222751,7946,"
      The Drawing of the Three
",1,undefined
339840,13889,"
      Safe Haven
",0,undefined
66917,10529,"
      These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories
",1,undefined
595317,36071,"
      Dark Places
",0,undefined
128336,7753,"
      The Ruins of Gorlan
",1,undefined
51752,1982,"
      The Horse Whisperer
",0,undefined
92505,5033,"
      The Maltese Falcon
",0,undefined
5722,332,"
      The Man Without Qualities
",1,undefined
58017,5906,"
      Tiger's Curse
",1,undefined
19228,575,"
      Skagboys
",1,undefined
134104,5511,"
      Childhood's End
",0,undefined
37162,3001,"
      The Razor's Edge
",0,undefined
114757,3633,"
      Thus Spoke Zarathustra
",0,undefined
297197,15649,"
      The Well of Ascension
",1,undefined
137077,8435,"
      Hex Hall
",1,undefined
187967,6953,"
      Along for the Ride
",0,undefined
95307,6270,"
      All the Pretty Horses
",1,undefined
193655,23981,"
      An Ember in the Ashes
",1,undefined
107753,3878,"
      Redwall
",1,undefined
113333,4943,"
      Dead Witch Walking
",1,undefined
87994,5101,"
      White Noise
",0,undefined
277714,2154,"
      The Runaway Jury
",0,undefined
57193,2591,"
      Light in August
",0,undefined
87064,1843,"
      The Story of Ferdinand
",0,undefined
123750,7808,"
      Unearthly
",1,undefined
162732,5124,"
      The Guardian
",0,undefined
1028,120,"
      Walks Away Woman
",0,undefined
40188,1400,"
      The Far Pavilions
",0,undefined
71481,3258,"
      A Passage to India
",0,undefined
171851,9099,"
      Beastly
",1,undefined
179542,11829,"
      The Man in the High Castle
",0,undefined
141148,4886,"
      Suzanne's Diary for Nicholas
",0,undefined
138738,3978,"
      A Bend in the Road
",0,undefined
111950,3329,"
      The Pilgrim's Progress
",1,undefined
794657,9272,"
      The Devil Wears Prada
",1,undefined
94734,6054,"
      The Indigo Spell
",1,undefined
83041,2804,"
      At Grave's End
",1,undefined
134891,4952,"
      Blue Bloods
",1,undefined
144916,13734,"
      The Assassin's Blade
",1,undefined
151238,6911,"
      Eleven Minutes
",0,undefined
108383,4143,"
      A Doll's House
",0,undefined
153333,3431,"
      The Taming of the Shrew
",0,undefined
175871,4289,"
      The Tempest
",0,undefined
335101,11196,"
      A Study in Scarlet
",1,undefined
91506,5846,"
      The Dispossessed
",1,undefined
42459,2322,"
      Smilla's Sense of Snow
",0,undefined
40260,929,"
      Songs of Innocence and of Experience
",0,undefined
91413,2688,"
      The Last of the Mohicans
",1,undefined
2142,64,"
      Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love
",0,undefined
3990,190,"
      The Past
",1,undefined
198327,10099,"
      Anansi Boys
",1,undefined
142317,5501,"
      Lock and Key
",0,undefined
107451,4319,"
      Lover Enshrined
",1,undefined
357668,12655,"
      Running with Scissors
",0,undefined
111327,5571,"
      The Great Divorce
",0,undefined
43758,1874,"
      Gödel, Escher, Bach: An Eternal Golden Braid
",0,undefined
93882,6060,"
      Let the Right One In
",0,undefined
80650,2586,"
      Hogfather
",1,undefined
54392,9433,"
      Forbidden
",0,undefined
401233,2567,"
      The Client
",0,undefined
69440,3257,"
      Birdsong: A Novel of Love and War
",1,undefined
317247,14509,"
      Hatchet
",1,undefined
302667,16613,"
      Storm Front
",1,undefined
123819,14515,"
      We Have Always Lived in the Castle
",0,undefined
63256,1580,"
      Magician
",1,undefined
50519,3497,"
      Valley of the Dolls
",0,undefined
142585,8927,"
      Point of Retreat
",1,undefined
5594,39,"
      Crossroads and the Himalayan Crystals
",1,undefined
114878,10347,"
      Across the Universe
",1,undefined
81753,5106,"
      Nightshade
",1,undefined
170845,21583,"
      Between Shades of Gray
",0,undefined
126209,10646,"
      The Mysterious Benedict Society
",1,undefined
3113,45,"
      Unblinded: One Man’s Courageous Journey through Darkness to Sight
",0,undefined
78321,2237,"
      The Kitchen God's Wife
",0,undefined
99266,4956,"
      The Iron Queen
",1,undefined
167426,2085,"
      Animal Farm / 1984
",0,undefined
85027,5913,"
      Fingersmith
",0,undefined
124446,3528,"
      Dirk Gently's Holistic Detective Agency
",1,undefined
90,78,"
      To Live and Die in Fantasyland
",1,undefined
56422,3662,"
      Swan Song
",0,undefined
214042,27402,"
      A Darker Shade of Magic
",1,undefined
52477,1430,"
      Eugene Onegin
",0,undefined
185953,10841,"
      The Short Second Life of Bree Tanner
",1,undefined
77503,3299,"
      Evernight
",1,undefined
398477,39104,"
      Everything, Everything
",0,undefined
52114,1568,"
      The Winds of War
",1,undefined
59188,3850,"
      The Collector
",0,undefined
88946,3922,"
      Cry Wolf
",1,undefined
75387,1683,"
      Memnoch the Devil
",1,undefined
127902,4098,"
      Helter Skelter: The True Story of the Manson Murders
",0,undefined
22364,1497,"
      A River Runs Through it and Other Stories
",0,undefined
193251,4714,"
      Timeline
",0,undefined
53329,2478,"
      Twenty Love Poems and a Song of Despair
",0,undefined
171325,9261,"
      On Dublin Street
",1,undefined
230235,23982,"
      The Absolutely True Diary of a Part-Time Indian
",0,undefined
120511,5684,"
      The Iron Daughter
",1,undefined
83123,3881,"
      Rules of Attraction
",1,undefined
41312,586,"
      Percy Jackson and the Olympians
",1,undefined
92605,2330,"
      The Stinky Cheese Man and Other Fairly Stupid Tales
",0,undefined
113551,3340,"
      School's Out—Forever
",1,undefined
79333,2480,"
      The Valley of Horses
",1,undefined
87779,2719,"
      Saving the World and Other Extreme Sports
",1,undefined
91667,3207,"
      A Scanner Darkly
",0,undefined
203442,25041,"
      Winter
",1,undefined
127346,8068,"
      For One More Day
",0,undefined
89813,3795,"
      Blue Moon
",1,undefined
66231,3333,"
      Tropic of Cancer
",1,undefined
127216,3251,"
      Awakened
",1,undefined
8386,81,"
      Unparalleled
",0,undefined
64690,4540,"
      Invisible Cities
",0,undefined
75054,4161,"
      Kushiel's Dart
",1,undefined
93924,2048,"
      This Present Darkness
",1,undefined
81012,1656,"
      Go, Dog. Go!
",0,undefined
73307,4560,"
      The Crying of Lot 49
",0,undefined
602925,35019,"
      The Immortal Life of Henrietta Lacks
",0,undefined
158145,5618,"
      Journey to the Center of the Earth
",1,undefined
199197,3599,"
      Life, the Universe and Everything
",1,undefined
256782,6252,"
      Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire
",1,undefined
127353,8376,"
      The Complete Persepolis
",1,undefined
80847,6671,"
      Practical Magic
",1,undefined
96351,5251,"
      Bloodfever
",1,undefined
152351,5180,"
      The Way of Shadows
",1,undefined
8903,422,"
      Tales of H.P. Lovecraft
",0,undefined
38822,1826,"
      The Tin Drum
",1,undefined
55437,3280,"
      Momo
",0,undefined
111170,8713,"
      The Turn of the Screw
",0,undefined
176724,18204,"
      Lady Midnight
",1,undefined
132893,15833,"
      The Forty Rules of Love
",0,undefined
49850,3608,"
      A Town Like Alice
",0,undefined
84935,6402,"
      Half-Blood
",1,undefined
93400,6890,"
      Switched
",1,undefined
61743,3060,"
      Fall on Your Knees
",0,undefined
38555,4091,"
      Zorba the Greek
",0,undefined
56908,4393,"
      Till We Have Faces
",0,undefined
85204,9982,"
      Archer's Voice
",0,undefined
92571,2098,"
      Stones from the River
",1,undefined
7527,21,"
      More Than Love, A Husband's Tale
",0,undefined
112683,8132,"
      Forever
",1,undefined
29632,1349,"
      Germinal
",1,undefined
114484,4129,"
      Inkspell
",1,undefined
92972,7644,"
      Origin
",1,undefined
89173,4495,"
      Ubik
",0,undefined
109753,6704,"
      A Dirty Job
",1,undefined
580098,26372,"
      Outliers: The Story of Success
",0,undefined
166988,10148,"
      The Tale of Despereaux
",0,undefined
131976,6569,"
      Chronicle of a Death Foretold
",0,undefined
139062,3788,"
      Jaws
",1,undefined
143201,1471,"
      Brave New World / Brave New World Revisited
",0,undefined
169610,6127,"
      The Throne of Fire
",1,undefined
123086,7963,"
      A Room of One's Own
",0,undefined
28798,2418,"
      The Waves
",0,undefined
309244,28428,"
      And the Mountains Echoed
",0,undefined
142799,10385,"
      Year of Wonders
",0,undefined
79963,3250,"
      Mother Night
",0,undefined
33485,1328,"
      The Decameron
",0,undefined
107466,11984,"
      Stoner
",0,undefined
106567,5567,"
      The Color of Water: A Black Man's Tribute to His White Mother
",0,undefined
11074,184,"
      The Time Quartet Box Set
",1,undefined
66730,5222,"
      Starcrossed
",1,undefined
4464,44,"
      Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood
",0,undefined
169319,3950,"
      The Rescue
",0,undefined
10655,1009,"
      The Tale of Genji
",1,undefined
113721,4510,"
      Empire Falls
",0,undefined
155071,4556,"
      Nights in Rodanthe
",0,undefined
79861,2695,"
      Destined for an Early Grave
",1,undefined
94514,3642,"
      The Red Badge of Courage
",0,undefined
96079,2483,"
      Harriet the Spy
",1,undefined
84547,2265,"
      Hearts in Atlantis
",0,undefined
2010,12,"
      Exotic Neurotic
",0,undefined
71317,6216,"
      The Beekeeper's Apprentice
",1,undefined
280889,5213,"
      Red Dragon
",1,undefined
214759,4218,"
      Needful Things
",0,undefined
171089,9074,"
      The Blade Itself
",1,undefined
1088017,93740,"
      Where the Crawdads Sing
",0,undefined
99834,2343,"
      The Accidental Tourist
",0,undefined
597513,67219,"
      A Man Called Ove
",0,undefined
162042,8637,"
      Fallen Too Far
",1,undefined
52335,3303,"
      The Quiet American
",0,undefined
219553,4274,"
      The Dragon Reborn
",1,undefined
107045,3272,"
      Going Postal
",1,undefined
85754,8599,"
      The Evolution of Mara Dyer
",1,undefined
5640,26,"
      Pleasant Day
",0,undefined
153801,7714,"
      The Choice
",0,undefined
163256,3526,"
      Batman: The Dark Knight Returns
",1,undefined
114016,6719,"
      Alias Grace
",0,undefined
186193,9136,"
      Pretty Little Liars
",1,undefined
41912,560,"
      The Raven and Other Poems
",0,undefined
295747,22444,"
      Before I Go to Sleep
",0,undefined
47415,6946,"
      On the Jellicoe Road
",0,undefined
1356473,47312,"
      Breaking Dawn
",1,undefined
91443,3578,"
      The Day of the Triffids
",1,undefined
101667,1610,"
      The Complete Anne of Green Gables Boxed Set
",1,undefined
145780,8503,"
      The Alchemyst
",1,undefined
58139,2090,"
      The Red and the Black
",0,undefined
121839,10471,"
      The Angel's Game
",1,undefined
31689,2287,"
      Hopscotch
",0,undefined
381180,2703,"
      The Pelican Brief
",0,undefined
19656,1637,"
      Memoirs of Hadrian
",0,undefined
1458906,38119,"
      Eclipse
",1,undefined
21422,2071,"
      The Book of Disquiet: The Complete Edition
",0,undefined
39202,2811,"
      Bastard Out of Carolina
",0,undefined
106462,9611,"
      Love, Rosie
",0,undefined
32288,1553,"
      The Glass Bead Game
",0,undefined
57084,1046,"
      Night World, No. 2
",1,undefined
97427,4132,"
      The Celestine Prophecy
",1,undefined
72352,1719,"
      Hawaii
",0,undefined
3926,103,"
      The Present
",1,undefined
110748,8922,"
      Under the Never Sky
",1,undefined
8426,630,"
      The Gormenghast Novels
",1,undefined
78386,3131,"
      Inkdeath
",1,undefined
185824,4284,"
      The Dead Zone
",0,undefined
89826,10116,"
      Garden Spells
",1,undefined
67643,6148,"
      The Immortal Rules
",1,undefined
127176,7735,"
      White Teeth
",0,undefined
65445,4417,"
      Halo
",1,undefined
151364,11999,"
      The Silver Linings Playbook
",0,undefined
138419,4151,"
      Anne of the Island
",1,undefined
74044,5502,"
      Sweet Evil
",1,undefined
81813,4588,"
      The Spy Who Came In from the Cold
",1,undefined
114938,6498,"
      Fifty Shades Trilogy
",1,undefined
45961,1073,"
      Tai-Pan
",1,undefined
276726,14279,"
      Fall of Giants
",1,undefined
51164,1491,"
      Les Fleurs du Mal
",0,undefined
144014,3754,"
      The Selfish Gene
",0,undefined
236665,5610,"
      The Princess Diaries
",1,undefined
233633,5019,"
      Cujo
",0,undefined
61987,2991,"
      Rant
",0,undefined
113725,4521,"
      Effortless
",1,undefined
6237,1003,"
      The Heart of Aleppo: A Story of the Syrian Civil War
",0,undefined
2066,77,"
      Chasing the Red Queen
",0,undefined
251107,30737,"
      The Cruel Prince
",1,undefined
47238,1711,"
      The French Lieutenant's Woman
",0,undefined
61059,3884,"
      Villette
",0,undefined
11538,1966,"
      El Diablo
",1,undefined
99912,7322,"
      Losing Hope
",1,undefined
108615,7024,"
      Magic Bites
",1,undefined
127103,7032,"
      Beautiful Darkness
",1,undefined
6918,22,"
      Missing Wings: Chronicles of the Aranysargas (Aranysargas, #1)
",0,undefined
7362,85,"
      The Shadow Girl
",0,undefined
6544,29,"
      Toe to Toe
",1,undefined
138500,8565,"
      Wait for You
",1,undefined
14298,1874,"
      الحرافيش
",0,undefined
169992,6142,"
      Naked in Death
",1,undefined
58955,1648,"
      Metamorphoses
",0,undefined
30442,4209,"
      The Blue Castle
",0,undefined
78519,7185,"
      What Is the What
",0,undefined
7101,20,"
      America's Daughter
",1,undefined
9042,98,"
      The Octunnumi Fosbit Files Prologue
",0,undefined
1732,30,"
      Arrangement in Black and White
",0,undefined
57468,3814,"
      The Satanic Verses
",0,undefined
83810,3474,"
      Cross My Heart and Hope to Spy
",1,undefined
119624,25458,"
      Illuminae
",1,undefined
162896,7666,"
      A New Earth: Awakening to Your Life's Purpose
",0,undefined
171039,4406,"
      Guards! Guards!
",1,undefined
91152,4759,"
      The Tenant of Wildfell Hall
",0,undefined
173443,2876,"
      Alexander and the Terrible, Horrible, No Good, Very Bad Day
",1,undefined
68796,2302,"
      Max
",1,undefined
82588,6458,"
      The House of the Scorpion
",1,undefined
84089,10763,"
      Gilead
",1,undefined
26972,1064,"
      Quo Vadis
",0,undefined
114564,14189,"
      Out of My Mind
",0,undefined
121464,11518,"
      City of Thieves
",0,undefined
515384,12625,"
      Something Borrowed
",1,undefined
199322,33726,"
      Red, White & Royal Blue
",0,undefined
69359,8301,"
      Stolen: A Letter to My Captor
",0,undefined
87477,2241,"
      Old Yeller
",1,undefined
45755,1362,"
      Just So Stories
",0,undefined
6482,31,"
      Broken Promises (Past Imperfect Mystery Book 1)
",0,undefined
23637,2768,"
      أولاد حارتنا
",0,undefined
117270,1327,"
      The Complete Fairy Tales
",0,undefined
83345,4380,"
      Born at Midnight
",1,undefined
106640,5451,"
      Extras
",1,undefined
110301,3905,"
      Iron Kissed
",1,undefined
184142,11161,"
      Elantris
",1,undefined
38408,2534,"
      Ragtime
",0,undefined
63450,4875,"
      Perdido Street Station
",1,undefined
59845,3069,"
      Ink Exchange
",1,undefined
59748,2898,"
      The Blue Sword
",1,undefined
93110,9413,"
      The Sky Is Everywhere
",0,undefined
85259,3486,"
      The Diamond Age: Or, a Young Lady's Illustrated Primer
",0,undefined
19310,1271,"
      The Life and Opinions of Tristram Shandy, Gentleman
",0,undefined
104649,5729,"
      Rapture
",1,undefined
1503851,48062,"
      New Moon
",1,undefined
96476,4357,"
      Haunted
",0,undefined
704352,13800,"
      The Tipping Point: How Little Things Can Make a Big Difference
",0,undefined
127719,5491,"
      The Serpent's Shadow
",1,undefined
226861,28820,"
      It Ends with Us
",0,undefined
57328,4750,"
      Three Men in a Boat
",1,undefined
54077,4691,"
      The End of the Affair
",0,undefined
121373,6294,"
      An Echo in the Bone
",1,undefined
32305,1369,"
      An American Tragedy
",0,undefined
343916,10643,"
      Fantastic Beasts and Where to Find Them
",1,undefined
32969,2263,"
      Tiger's Voyage
",1,undefined
191262,5795,"
      The Waste Lands
",1,undefined
2860,17,"
      The Pandarus File
",0,undefined
26613,1528,"
      Darkness at Noon
",0,undefined
39086,1967,"
      Cheaper by the Dozen
",1,undefined
255995,4079,"
      If You Give a Mouse a Cookie
",1,undefined
57212,1874,"
      The Fury / Dark Reunion
",1,undefined
88469,4055,"
      The Thief Lord
",0,undefined
155703,17148,"
      The Dream Thieves
",1,undefined
62712,2815,"
      Black Like Me
",0,undefined
86311,2975,"
      The Dharma Bums
",1,undefined
467054,17819,"
      Diary of a Wimpy Kid
",1,undefined
308704,8725,"
      Mere Christianity
",0,undefined
20776,887,"
      Imajica
",0,undefined
62368,3259,"
      Hiroshima
",0,undefined
385121,12420,"
      Can You Keep a Secret?
",0,undefined
111933,5426,"
      The Warded Man
",1,undefined
221289,23183,"
      The 100-Year-Old Man Who Climbed Out the Window and Disappeared
",1,undefined
38772,2140,"
      The Winter of Our Discontent
",0,undefined
113300,6200,"
      Among the Hidden
",1,undefined
65172,2660,"
      Don't Judge a Girl by Her Cover
",1,undefined
144232,13628,"
      Days of Blood & Starlight
",1,undefined
75093,3996,"
      Solaris
",0,undefined
34667,1538,"
      River God
",1,undefined
97551,3110,"
      Pawn of Prophecy
",1,undefined
234517,5335,"
      The Great Hunt
",1,undefined
206448,17356,"
      Hollow City
",1,undefined
167421,9686,"
      Old Man's War
",1,undefined
112053,17834,"
      Vicious
",1,undefined
161410,10448,"
      The White Tiger
",1,undefined
156500,11347,"
      The Summer I Turned Pretty
",1,undefined
167872,10836,"
      A Long Way Gone: Memoirs of a Boy Soldier
",0,undefined
142815,5987,"
      The Forever War
",1,undefined
116101,7852,"
      Pushing the Limits
",1,undefined
85226,3599,"
      Ham on Rye
",0,undefined
61446,3506,"
      Cat's Eye
",0,undefined
55411,2004,"
      The Dead Girls' Dance
",1,undefined
307552,31484,"
      The Casual Vacancy
",0,undefined
1382,99,"
      China Blues
",0,undefined
27967,1425,"
      Labyrinths:  Selected Stories and Other Writings
",0,undefined
70151,3547,"
      Impulse
",1,undefined
109491,9043,"
      Wintergirls
",0,undefined
369195,29001,"
      Milk and Honey
",0,undefined
109333,3824,"
      Gabriel's Rapture
",1,undefined
256737,10840,"
      Killing Floor
",1,undefined
93208,3052,"
      Lullaby
",0,undefined
1059,37,"
      The Scopas Factor
",0,undefined
57873,3799,"
      Burned
",1,undefined
61398,3739,"
      Need
",1,undefined
42172,1719,"
      The Crystal Cave
",1,undefined
102013,13074,"
      The Scorpio Races
",0,undefined
377121,12512,"
      Who Moved My Cheese?
",1,undefined
2597,286,"
      The Traitor's Emblem
",0,undefined
84705,10046,"
      The Miraculous Journey of Edward Tulane
",0,undefined
43496,2925,"
      The Prime of Miss Jean Brodie
",0,undefined
21618,1657,"
      The Painted Bird
",0,undefined
115581,2089,"
      Aesop's Fables
",0,undefined
69608,3383,"
      The Children of Húrin
",1,undefined
88375,5578,"
      Notes from Underground
",0,undefined
117569,9824,"
      Life As We Knew It
",1,undefined
333057,35122,"
      Turtles All the Way Down
",0,undefined
62603,2225,"
      If Tomorrow Comes
",1,undefined
74924,3500,"
      Less Than Zero
",0,undefined
73414,7968,"
      The Book of Lost Things
",0,undefined
76221,3478,"
      A Voice in the Wind
",1,undefined
25457,1770,"
      Kissed by an Angel/The Power of Love/Soulmates
",1,undefined
68226,1147,"
      All Things Bright and Beautiful
",1,undefined
39266,2359,"
      A Good Man is Hard to Find and Other Stories
",0,undefined
89237,4161,"
      The Sword of Shannara
",1,undefined
54917,2308,"
      The Mayor of Casterbridge
",0,undefined
222127,10013,"
      The Power of Now: A Guide to Spiritual Enlightenment
",0,undefined
100939,7432,"
      Real
",1,undefined
82281,4010,"
      The Illustrated Man
",0,undefined
79766,9351,"
      The False Prince
",1,undefined
25375,724,"
      Three Comrades
",0,undefined
86519,2723,"
      Reaper Man
",1,undefined
416,110,"
      The Manufactured Identity
",1,undefined
84605,2384,"
      A Storm of Swords: Blood and Gold
",1,undefined
177098,3717,"
      The Shadow Rising
",1,undefined
136462,4140,"
      Rendezvous with Rama
",1,undefined
153012,13832,"
      Freedom
",0,undefined
71678,2459,"
      Fathers and Sons
",0,undefined
128742,3163,"
      Dolores Claiborne
",0,undefined
56218,4297,"
      Skulduggery Pleasant
",1,undefined
124509,5525,"
      Tell No One
",0,undefined
33790,244,"
      Vampire Academy Collection
",1,undefined
39448,909,"
      Centennial
",0,undefined
63845,3383,"
      The New York Trilogy
",1,undefined
120942,2076,"
      The Day of the Jackal
",0,undefined
729516,65555,"
      Harry Potter and the Cursed Child: Parts One and Two
",1,undefined
336338,24077,"
      Quiet: The Power of Introverts in a World That Can't Stop Talking
",1,undefined
43419,3113,"
      Hunger
",0,undefined
46576,2068,"
      Narcissus and Goldmund
",0,undefined
180967,10130,"
      Entwined with You
",1,undefined
49864,1861,"
      Even Cowgirls Get the Blues
",0,undefined
113854,7675,"
      After Dark
",0,undefined
38220,1686,"
      Demons
",0,undefined
79430,4675,"
      The Iron Knight
",1,undefined
151281,6380,"
      The Invisible Man
",0,undefined
76797,6799,"
      The Ask and the Answer
",1,undefined
16408,1760,"
      The Third Policeman
",0,undefined
48981,6064,"
      The Opportunist
",1,undefined
9595,1148,"
      Complicate Me
",1,undefined
42866,2444,"
      A Suitable Boy
",1,undefined
281610,15083,"
      Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
",1,undefined
228406,7103,"
      Think and Grow Rich
",0,undefined
126233,11541,"
      People of the Book
",0,undefined
151436,4458,"
      Midwives
",0,undefined
33131,3983,"
      Keeper of the Lost Cities
",1,undefined
32412,628,"
      Eragon, Eldest & Brisingr
",1,undefined
88506,6098,"
      Endurance: Shackleton's Incredible Voyage
",0,undefined
132011,2276,"
      Cloudy With a Chance of Meatballs
",1,undefined
184161,4719,"
      Girl, Interrupted
",0,undefined
216774,15210,"
      Crossed
",1,undefined
864061,72151,"
      Educated
",0,undefined
216706,6410,"
      Preludes & Nocturnes
",1,undefined
99141,7595,"
      Flipped
",0,undefined
68111,2572,"
      Dead Souls
",0,undefined
42964,2735,"
      Ahab's Wife, or The Star-Gazer
",0,undefined
65947,4638,"
      Pope Joan
",0,undefined
155,37,"
      Honor and Polygamy
",0,undefined
52394,3923,"
      Noughts & Crosses
",1,undefined
158872,23456,"
      Caraval
",1,undefined
176697,16999,"
      The Storyteller
",0,undefined
381566,41712,"
      Circe
",0,undefined
493900,33631,"
      The Cuckoo's Calling
",1,undefined
48765,3050,"
      Tomorrow, When the War Began
",1,undefined
88414,2186,"
      Masquerade
",1,undefined
180079,13635,"
      Wallbanger
",1,undefined
14048,1827,"
      The Brothers K
",0,undefined
77064,4103,"
      Tinker, Tailor, Soldier, Spy
",1,undefined
120,81,"
      Adhaata Asao's Liege
",0,undefined
25021,574,"
      The Constitution of the United States of America
",0,undefined
80353,7571,"
      Bird by Bird: Some Instructions on Writing and Life
",0,undefined
75864,6383,"
      The Book of Negroes
",0,undefined
190293,15951,"
      Shadow of Night
",1,undefined
173094,16046,"
      Wolf Hall
",1,undefined
153249,5489,"
      Quidditch Through the Ages
",1,undefined